Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Sales_Category
41030,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,30,70,29,835,42,8,22,71,20,Low
41030,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,20,464,29,5,12,49,17,Low
41030,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,60,0,110,53,491,61,48,-16,114,77,Medium
41030,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,150,100,290,149,1156,149,41,84,298,65,High
41030,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,460,430,520,64,-663,487,21,434,551,53,High
41030,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,53,361,65,20,12,118,53,Medium
41030,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,20,50,20,829,29,5,12,49,17,Low
41030,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,645,43,0,32,43,11,Low
41030,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,43,282,61,39,-7,104,68,Low
41030,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,34,182,42,12,-3,76,45,Low
41030,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,40,110,51,265,74,16,35,125,39,Medium
41030,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,80,50,120,52,397,80,17,31,132,49,Medium
41030,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,212,45,13,-1,81,46,Low
41030,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,110,160,120,270,104,871,152,29,112,256,40,High
41030,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,160,120,270,104,821,152,29,111,256,41,High
41030,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,130,100,220,86,499,124,24,89,210,35,High
41030,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-50,-180,60,121,1673,-52,109,-195,69,143,Low
41030,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,240,290,210,530,260,1271,283,72,187,543,96,High
41030,East,Major Market,Colombian,Beans,Coffee,New York,Regular,280,430,300,710,302,2250,454,105,295,756,159,High
41030,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,300,200,500,265,1613,386,100,252,651,134,High
41030,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,170,-20,-90,150,235,2169,-37,72,-131,198,94,High
41030,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,40,90,45,410,65,14,28,110,37,Low
41030,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,80,10,130,64,-113,90,58,3,154,87,Medium
41030,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,70,50,110,48,351,82,14,44,130,38,Medium
41030,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,48,599,63,15,35,111,28,Low
41030,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,77,529,96,29,33,173,63,Medium
41030,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,70,50,120,40,793,59,11,36,99,23,Low
41030,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,100,80,160,53,803,77,14,52,130,25,Medium
41030,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,39,212,53,12,14,92,39,Low
41030,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,40,10,60,34,-104,42,12,-4,76,46,Low
41030,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,50,0,80,43,282,61,39,-7,104,68,Low
41030,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,20,829,29,5,12,49,17,Low
41030,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,40,20,60,31,976,37,9,7,68,30,Low
41030,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,60,100,60,160,52,397,80,17,31,132,49,Medium
41030,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,120,50,10,170,98,973,38,30,-15,136,53,Medium
41030,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,80,120,80,200,94,697,141,31,79,235,62,High
41030,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,90,140,100,230,114,-387,159,35,101,273,58,High
41030,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,20,464,29,5,13,49,16,Low
41030,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,70,20,120,58,338,72,22,17,130,55,Medium
41030,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,130,40,210,92,599,129,83,17,221,112,High
41030,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,43,602,56,14,30,99,26,Low
41030,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,50,40,80,29,835,42,8,22,71,20,Low
41030,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,70,110,90,180,86,499,124,24,88,210,36,High
41030,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,80,50,130,64,-161,96,21,44,160,52,Medium
41030,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,140,120,220,104,821,152,29,112,256,40,High
41030,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,80,50,120,52,361,71,17,27,123,44,Medium
41030,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,42,384,61,13,25,103,36,Low
41030,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,290,350,270,640,235,1060,277,72,183,512,94,High
41030,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,130,100,230,83,584,107,27,68,190,39,Medium
41030,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,60,50,90,39,799,58,10,36,97,22,Low
41030,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,48,599,63,15,36,111,27,Low
41030,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,60,40,100,44,844,65,12,42,109,23,Low
41030,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,80,100,60,180,68,998,80,21,38,148,42,Medium
41030,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,48,334,65,15,22,113,43,Low
41030,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,77,529,96,29,34,173,62,Medium
41030,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,51,265,74,16,34,125,40,Medium
41030,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,52,397,80,17,32,132,48,Medium
41030,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,80,30,-10,110,98,973,38,30,-15,136,53,Medium
41030,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,43,282,61,39,-8,104,69,Low
41030,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,40,20,60,39,212,53,12,14,92,39,Low
41030,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,10,50,34,182,42,12,-3,76,45,Low
41030,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,240,260,180,500,260,1559,261,72,165,521,96,High
41030,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,30,270,121,788,168,109,25,289,143,High
41030,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,250,330,220,580,263,1433,349,86,230,612,119,High
41030,West,Major Market,Amaretto,Beans,Coffee,California,Regular,160,-30,-80,130,127,1215,-21,40,-84,106,63,Low
41030,West,Major Market,Colombian,Beans,Coffee,California,Regular,380,560,410,940,302,2250,454,105,295,756,159,High
41030,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-40,-140,200,195,1952,-32,64,-142,163,110,Medium
41030,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,140,120,220,104,871,152,29,111,256,41,High
41030,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,200,250,180,450,235,1060,277,72,183,512,94,High
41030,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,584,107,27,67,190,40,Medium
41030,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,110,100,170,104,821,152,29,111,256,41,High
41030,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,90,80,140,86,499,124,24,89,210,35,High
41030,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,60,30,100,64,593,96,21,43,160,53,Medium
41030,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,645,43,0,31,43,12,Low
41030,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,20,829,29,5,13,49,16,Low
41030,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,784,29,5,13,49,16,Low
41030,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,212,45,13,-1,81,46,Low
41030,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,150,40,250,121,788,168,109,25,289,143,High
41030,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,195,956,270,64,160,465,110,High
41030,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,170,120,270,127,671,185,40,121,312,64,High
41030,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,170,240,170,410,263,1433,349,86,231,612,118,High
41030,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,180,120,350,260,1559,261,72,164,521,97,High
41030,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,265,3742,-265,100,-380,18,133,Low
41030,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,50,30,80,31,976,37,9,6,68,31,Low
41030,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,60,20,110,53,361,65,20,11,118,54,Medium
41030,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,70,40,110,52,361,71,17,27,123,44,Medium
41030,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,140,90,280,149,1156,149,41,83,298,66,High
41030,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,100,40,160,53,458,75,48,-2,128,77,Medium
41030,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,80,30,140,48,422,68,15,8,116,60,Medium
41030,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,30,794,45,8,26,75,19,Low
41030,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,43,602,56,14,30,99,26,Low
41030,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,20,464,29,5,12,49,17,Low
41030,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,60,90,50,150,94,697,141,31,79,235,62,High
41030,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,114,555,159,35,101,273,58,High
41030,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,70,40,120,42,384,61,13,25,103,36,Low
41030,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,48,599,62,15,34,110,28,Low
41030,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,58,338,72,22,16,130,56,Medium
41030,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,90,60,160,78,995,92,24,47,170,45,Medium
41030,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,130,90,210,71,373,104,22,58,175,46,Medium
41030,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,150,100,240,110,1020,165,36,98,275,67,High
41030,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,40,793,59,11,36,99,23,Low
41030,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,50,30,80,48,351,82,14,44,130,38,Medium
41030,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,50,30,70,45,410,65,14,27,110,38,Low
41030,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,64,551,90,58,2,154,88,Medium
41030,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,160,60,270,92,599,129,83,16,221,113,High
41061,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,51,396,64,19,11,115,53,Medium
41061,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,53,1028,64,16,27,117,37,Medium
41061,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,597,56,14,29,99,27,Low
41061,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,170,140,270,94,562,136,26,99,230,37,High
41061,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,54,641,81,17,33,135,48,Medium
41061,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,170,130,280,113,897,163,31,121,276,42,High
41061,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,574,107,27,68,190,39,Medium
41061,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,180,140,310,123,947,178,34,132,301,46,High
41061,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1245,149,41,83,298,66,High
41061,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,60,10,90,44,496,63,40,-7,107,70,Low
41061,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,50,397,68,16,24,118,44,Medium
41061,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,120,90,200,94,562,136,26,99,230,37,High
41061,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,54,641,81,17,33,135,48,Medium
41061,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,430,300,740,272,1616,362,89,241,634,121,High
41061,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,1715,261,72,164,521,97,High
41061,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,210,290,190,500,200,1095,278,66,167,478,111,High
41061,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,140,220,160,360,141,764,204,45,135,345,69,High
41061,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,90,150,130,240,113,897,163,31,121,276,42,High
41061,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,574,107,27,67,190,40,Medium
41061,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,947,178,34,133,301,45,High
41061,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,230,150,450,260,1715,261,72,164,521,97,High
41061,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,230,300,180,530,271,1714,332,102,197,603,135,High
41061,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,21,798,32,5,15,53,17,Low
41061,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,602,43,0,31,43,12,Low
41061,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,23,843,35,6,18,58,17,Low
41061,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,32,996,38,9,8,70,30,Low
41061,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,22,608,30,7,11,52,19,Low
41061,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,230,320,230,550,272,1616,362,89,241,634,121,High
41061,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,120,180,140,300,141,764,204,45,136,345,68,High
41061,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,41,239,55,13,14,96,41,Low
41061,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,204,43,13,-3,78,46,Low
41061,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,236,46,13,0,82,46,Low
41061,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,37,876,55,10,33,92,22,Low
41061,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,60,40,100,36,828,53,10,31,89,22,Low
41061,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,580,93,28,31,169,62,Medium
41061,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,50,140,65,1042,77,20,35,142,42,Medium
41061,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,70,20,110,52,313,73,47,-4,125,77,Medium
41061,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,90,30,0,120,116,1142,25,35,-33,141,58,Medium
41061,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,150,90,240,111,767,167,36,99,278,68,High
41061,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,100,140,90,240,118,636,164,36,105,282,59,High
41061,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,180,120,350,149,1245,149,41,83,298,66,High
41061,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,396,64,19,12,115,52,Medium
41061,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,50,397,68,16,24,118,44,Medium
41061,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,50,20,90,38,414,55,12,19,93,36,Low
41061,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,70,20,110,44,496,63,40,-6,107,69,Low
41061,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,478,26,5,9,44,17,Low
41061,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,30,30,50,24,856,36,6,18,60,18,Low
41061,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,50,20,80,40,443,59,12,24,99,35,Low
41061,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,70,10,110,53,597,75,48,-2,128,77,Medium
41061,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,81,1046,96,25,50,177,46,Medium
41061,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,593,62,15,34,110,28,Low
41061,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,377,74,22,19,133,55,Medium
41061,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,110,160,50,270,110,665,154,100,24,264,130,High
41061,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,130,90,220,91,533,121,30,63,212,58,High
41061,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,371,78,14,40,125,38,Medium
41061,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,842,85,16,58,144,27,Medium
41061,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,60,40,90,37,876,55,10,33,92,22,Low
41061,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,20,804,31,5,15,51,16,Low
41061,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,70,10,120,53,597,75,48,-2,128,77,Medium
41061,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,60,30,100,46,367,62,15,19,108,43,Low
41061,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,140,100,220,92,1102,140,30,79,232,61,High
41061,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,80,40,130,76,580,93,28,32,169,61,Medium
41061,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,70,50,110,65,1042,77,20,36,142,41,Medium
41061,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,70,50,110,43,864,62,12,38,105,24,Low
41061,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,90,70,150,59,842,85,16,58,144,27,Medium
41061,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,100,150,40,250,110,665,154,100,25,264,129,High
41061,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,120,80,200,91,533,121,30,63,212,58,High
41061,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,160,110,260,111,767,167,36,99,278,68,High
41061,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,110,150,100,260,118,636,164,36,105,282,59,High
41061,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,48,593,62,15,35,110,27,Low
41061,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,59,377,74,22,19,133,55,Medium
41061,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,70,40,130,81,1046,96,25,49,177,47,Medium
41061,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,40,30,60,24,856,36,6,19,60,17,Low
41061,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,18,478,26,5,10,44,16,Low
41061,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,60,10,100,44,543,67,40,-3,111,70,Low
41061,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,150,100,290,149,1245,149,41,83,298,66,High
41061,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,50,560,530,610,54,-1006,595,17,547,649,48,High
41061,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,51,396,64,19,12,115,52,Medium
41061,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,23,843,35,6,17,58,18,Low
41061,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,602,43,0,32,43,11,Low
41061,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,80,20,120,52,313,73,47,-4,125,77,Medium
41061,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,35,204,43,13,-3,78,46,Low
41061,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,80,50,130,56,302,82,17,41,138,41,Medium
41061,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,50,90,60,140,62,436,94,20,42,156,52,Medium
41061,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,236,46,13,0,82,46,Low
41061,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,190,150,320,123,947,178,34,133,301,45,High
41061,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,180,140,290,113,897,163,31,121,276,42,High
41061,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,562,136,26,99,230,37,High
41061,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,130,-60,-210,70,144,1979,-72,131,-236,72,164,Low
41061,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,240,420,340,660,260,1405,415,72,318,675,97,High
41061,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,500,350,840,356,2476,534,124,357,890,177,High
41061,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,320,220,520,271,1727,398,102,263,669,135,High
41061,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,180,-30,-100,150,244,2636,-46,75,-143,198,97,High
41061,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,50,30,80,40,443,59,12,23,99,36,Low
41061,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,70,10,110,53,-267,75,48,-3,128,78,Medium
41061,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,40,100,47,371,78,14,41,125,37,Medium
41061,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,48,593,63,15,36,111,27,Low
41061,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,580,93,28,32,169,61,Medium
41061,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,80,60,130,43,822,64,12,40,107,24,Low
41061,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,842,85,16,58,144,27,Medium
41061,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,41,239,55,13,14,96,41,Low
41061,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,30,0,60,35,-180,43,13,-3,78,46,Low
41061,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,40,60,0,100,52,313,73,47,-3,125,76,Medium
41061,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,23,843,35,6,18,58,17,Low
41061,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,30,10,60,32,996,38,9,8,70,30,Low
41061,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,70,120,80,190,62,436,94,20,43,156,51,Medium
41061,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,140,30,-20,170,116,1142,25,35,-34,141,59,Medium
41061,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,140,90,230,111,767,167,36,99,278,68,High
41061,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,100,140,100,240,118,-660,164,36,105,282,59,High
41061,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,478,26,5,10,44,16,Low
41061,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,377,74,22,19,133,55,Medium
41061,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,100,150,40,250,110,665,154,100,25,264,129,High
41061,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,43,597,56,14,29,99,27,Low
41061,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,40,30,70,24,856,36,6,19,60,17,Low
41061,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,562,136,26,99,230,37,High
41061,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,54,-321,81,17,33,135,48,Medium
41061,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,90,140,120,230,113,897,163,31,120,276,43,High
41061,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,70,40,110,50,397,68,16,24,118,44,Medium
